timestamp,tipo,codigo_material,campo,valor_antes,valor_depois,motivo
2026-03-02T19:28:05.699397,PRECO_ZERADO,MAT-01244,preco_unitario,0.0,9.91,Aplicada mediana categoria Eletrônico
2026-03-02T19:28:05.699397,PRECO_ZERADO,MAT-01249,preco_unitario,0.0,37.12,Aplicada mediana categoria Elétrico
2026-03-02T19:28:05.699397,PRECO_ZERADO,MAT-01288,preco_unitario,0.0,8.554876500998777,Aplicada mediana categoria Escritório
2026-03-02T19:28:05.699397,PRECO_ZERADO,MAT-01403,preco_unitario,0.0,9.89,Aplicada mediana categoria Hidráulico
2026-03-02T19:28:05.703588,PRECO_ZERADO,MAT-01409,preco_unitario,0.0,9.91,Aplicada mediana categoria Eletrônico
2026-03-02T19:28:05.704130,PRECO_ZERADO,MAT-01423,preco_unitario,0.0,8.855,Aplicada mediana categoria Embalagem
2026-03-02T19:28:05.706152,PRECO_ZERADO,MAT-01449,preco_unitario,0.0,13.7,Aplicada mediana categoria Acessórios
2026-03-02T19:28:05.706152,PRECO_ZERADO,MAT-01524,preco_unitario,0.0,11.225000000000001,Aplicada mediana categoria Químico
2026-03-02T19:28:05.707148,PRECO_ZERADO,MAT-01528,preco_unitario,0.0,20.935000000000002,Aplicada mediana categoria Mecânico
2026-03-02T19:28:05.707148,PRECO_ZERADO,MAT-01532,preco_unitario,0.0,16.77,Aplicada mediana categoria Pneumático
2026-03-02T19:28:05.708399,PRECO_ZERADO,MAT-01604,preco_unitario,0.0,23.316218837007426,Aplicada mediana categoria Lubrificante
2026-03-02T19:28:05.709395,PRECO_ZERADO,MAT-01605,preco_unitario,0.0,9.89,Aplicada mediana categoria Hidráulico
2026-03-02T19:28:05.709655,PRECO_ZERADO,MAT-01611,preco_unitario,0.0,9.99,Aplicada mediana categoria EPI
2026-03-02T19:28:05.709655,PRECO_ZERADO,MAT-01616,preco_unitario,0.0,26.104999999999997,Aplicada mediana categoria Ferramentas
2026-03-02T19:28:05.709655,PRECO_ZERADO,MAT-01620,preco_unitario,0.0,26.104999999999997,Aplicada mediana categoria Ferramentas
2026-03-02T19:28:05.713661,PRECO_ZERADO,MAT-01650,preco_unitario,0.0,9.99,Aplicada mediana categoria EPI
2026-03-02T19:28:05.713661,PRECO_ZERADO,MAT-01736,preco_unitario,0.0,8.855,Aplicada mediana categoria Embalagem
2026-03-02T19:28:05.713661,PRECO_ZERADO,MAT-01738,preco_unitario,0.0,9.89,Aplicada mediana categoria Hidráulico
2026-03-02T19:28:05.713661,PRECO_ZERADO,MAT-01739,preco_unitario,0.0,26.104999999999997,Aplicada mediana categoria Ferramentas
2026-03-02T19:28:05.713661,PRECO_ZERADO,MAT-01847,preco_unitario,0.0,23.316218837007426,Aplicada mediana categoria Lubrificante
2026-03-02T19:28:05.713661,PRECO_ZERADO,MAT-01852,preco_unitario,0.0,9.8,Aplicada mediana categoria Fixação
2026-03-02T19:28:05.713661,PRECO_ZERADO,MAT-01862,preco_unitario,0.0,20.935000000000002,Aplicada mediana categoria Mecânico
2026-03-02T19:28:05.713661,PRECO_ZERADO,MAT-01900,preco_unitario,0.0,13.7,Aplicada mediana categoria Acessórios
2026-03-02T19:28:05.713661,PRECO_ZERADO,MAT-01910,preco_unitario,0.0,37.12,Aplicada mediana categoria Elétrico
2026-03-02T19:28:05.718266,PRECO_ZERADO,MAT-01921,preco_unitario,0.0,9.89,Aplicada mediana categoria Hidráulico
2026-03-02T19:28:05.719685,PRECO_ZERADO,MAT-01947,preco_unitario,0.0,26.104999999999997,Aplicada mediana categoria Ferramentas
2026-03-02T19:28:05.719685,PRECO_ZERADO,MAT-01971,preco_unitario,0.0,23.316218837007426,Aplicada mediana categoria Lubrificante
2026-03-02T19:28:05.719685,PRECO_ZERADO,MAT-02046,preco_unitario,0.0,9.89,Aplicada mediana categoria Hidráulico
2026-03-02T19:28:05.719685,PRECO_ZERADO,MAT-02141,preco_unitario,0.0,37.12,Aplicada mediana categoria Elétrico
2026-03-02T19:28:05.723690,PRECO_ZERADO,MAT-02144,preco_unitario,0.0,9.91,Aplicada mediana categoria Eletrônico
2026-03-02T19:28:05.723690,PRECO_ZERADO,MAT-02169,preco_unitario,0.0,9.91,Aplicada mediana categoria Eletrônico
2026-03-02T19:28:05.723690,PRECO_ZERADO,MAT-02194,preco_unitario,0.0,8.554876500998777,Aplicada mediana categoria Escritório
2026-03-02T19:28:05.723690,PRECO_ZERADO,MAT-02237,preco_unitario,0.0,8.554876500998777,Aplicada mediana categoria Escritório
2026-03-02T19:28:05.723690,PRECO_ZERADO,MAT-02265,preco_unitario,0.0,13.7,Aplicada mediana categoria Acessórios
2026-03-02T19:28:05.723690,PRECO_ZERADO,MAT-02266,preco_unitario,0.0,26.104999999999997,Aplicada mediana categoria Ferramentas
2026-03-02T19:28:05.723690,PRECO_ZERADO,MAT-02277,preco_unitario,0.0,26.104999999999997,Aplicada mediana categoria Ferramentas
2026-03-02T19:28:05.723690,PRECO_ZERADO,MAT-02284,preco_unitario,0.0,9.43,Aplicada mediana categoria Limpeza
2026-03-02T19:28:05.723690,PRECO_ZERADO,MAT-02303,preco_unitario,0.0,9.91,Aplicada mediana categoria Eletrônico
2026-03-02T19:28:05.723690,PRECO_ZERADO,MAT-02358,preco_unitario,0.0,9.43,Aplicada mediana categoria Limpeza
2026-03-02T19:28:05.723690,PRECO_ZERADO,MAT-02367,preco_unitario,0.0,9.5,Aplicada mediana categoria Peças
2026-03-02T19:28:05.723690,PRECO_ZERADO,MAT-02368,preco_unitario,0.0,9.5,Aplicada mediana categoria Peças
2026-03-02T19:28:05.723690,PRECO_ZERADO,MAT-02384,preco_unitario,0.0,9.89,Aplicada mediana categoria Hidráulico
2026-03-02T19:28:05.723690,PRECO_ZERADO,MAT-02395,preco_unitario,0.0,26.104999999999997,Aplicada mediana categoria Ferramentas
2026-03-02T19:28:05.723690,PRECO_ZERADO,MAT-02437,preco_unitario,0.0,16.77,Aplicada mediana categoria Pneumático
2026-03-02T19:28:05.723690,PRECO_ZERADO,MAT-02440,preco_unitario,0.0,9.43,Aplicada mediana categoria Limpeza
2026-03-02T19:28:05.723690,PRECO_ZERADO,MAT-02467,preco_unitario,0.0,23.316218837007426,Aplicada mediana categoria Lubrificante
2026-03-02T19:28:05.723690,PRECO_ZERADO,MAT-02538,preco_unitario,0.0,9.8,Aplicada mediana categoria Fixação
2026-03-02T19:28:05.723690,PRECO_ZERADO,MAT-02560,preco_unitario,0.0,13.7,Aplicada mediana categoria Acessórios
2026-03-02T19:28:05.733697,PRECO_ZERADO,MAT-02569,preco_unitario,0.0,37.12,Aplicada mediana categoria Elétrico
2026-03-02T19:28:05.733697,PRECO_ZERADO,MAT-02588,preco_unitario,0.0,23.316218837007426,Aplicada mediana categoria Lubrificante
2026-03-02T19:28:05.735035,PRECO_ZERADO,MAT-02594,preco_unitario,0.0,11.225000000000001,Aplicada mediana categoria Químico
2026-03-02T19:28:05.735035,PRECO_ZERADO,MAT-02635,preco_unitario,0.0,9.89,Aplicada mediana categoria Hidráulico
2026-03-02T19:28:05.737381,PRECO_ZERADO,MAT-02658,preco_unitario,0.0,9.8,Aplicada mediana categoria Fixação
2026-03-02T19:28:05.738378,PRECO_ZERADO,MAT-02673,preco_unitario,0.0,8.855,Aplicada mediana categoria Embalagem
2026-03-02T19:28:05.738378,PRECO_ZERADO,MAT-02736,preco_unitario,0.0,26.104999999999997,Aplicada mediana categoria Ferramentas
2026-03-02T19:28:05.739379,PRECO_ZERADO,MAT-02785,preco_unitario,0.0,9.91,Aplicada mediana categoria Eletrônico
2026-03-02T19:28:05.739379,PRECO_ZERADO,MAT-02821,preco_unitario,0.0,26.104999999999997,Aplicada mediana categoria Ferramentas
2026-03-02T19:28:05.740473,PRECO_ZERADO,MAT-02838,preco_unitario,0.0,26.104999999999997,Aplicada mediana categoria Ferramentas
2026-03-02T19:28:05.740473,PRECO_ZERADO,MAT-02914,preco_unitario,0.0,23.316218837007426,Aplicada mediana categoria Lubrificante
2026-03-02T19:28:05.741478,PRECO_ZERADO,MAT-02938,preco_unitario,0.0,9.5,Aplicada mediana categoria Peças
2026-03-02T19:28:05.741478,PRECO_ZERADO,MAT-02957,preco_unitario,0.0,9.5,Aplicada mediana categoria Peças
2026-03-02T19:28:05.741478,PRECO_ZERADO,MAT-06001,preco_unitario,0.0,23.316218837007426,Aplicada mediana categoria Lubrificante
2026-03-02T19:28:05.742480,PRECO_ZERADO,MAT-06001,preco_unitario,0.0,37.12,Aplicada mediana categoria Elétrico
2026-03-02T19:28:05.742480,PRECO_ZERADO,MAT-06001,preco_unitario,0.0,26.104999999999997,Aplicada mediana categoria Ferramentas
2026-03-02T19:28:05.742480,PRECO_ZERADO,MAT-06001,preco_unitario,0.0,9.99,Aplicada mediana categoria EPI
2026-03-02T19:28:05.743983,PRECO_ZERADO,MAT-06001,preco_unitario,0.0,9.8,Aplicada mediana categoria Fixação
2026-03-02T19:28:05.743983,PRECO_ZERADO,MAT-06001,preco_unitario,0.0,26.104999999999997,Aplicada mediana categoria Ferramentas
2026-03-02T19:28:05.744864,PRECO_ZERADO,MAT-06001,preco_unitario,0.0,37.12,Aplicada mediana categoria Elétrico
2026-03-02T19:28:05.744864,PRECO_ZERADO,MAT-06001,preco_unitario,0.0,23.316218837007426,Aplicada mediana categoria Lubrificante
2026-03-02T19:28:05.746292,PRECO_ZERADO,MAT-06001,preco_unitario,0.0,16.77,Aplicada mediana categoria Pneumático
2026-03-02T19:28:05.746292,PRECO_ZERADO,MAT-06001,preco_unitario,0.0,11.225000000000001,Aplicada mediana categoria Químico
2026-03-02T19:28:05.747578,PRECO_ZERADO,MAT-06001,preco_unitario,0.0,9.8,Aplicada mediana categoria Fixação
2026-03-02T19:28:05.747578,PRECO_ZERADO,MAT-06001,preco_unitario,0.0,20.935000000000002,Aplicada mediana categoria Mecânico
2026-03-02T19:28:05.747578,PRECO_ZERADO,MAT-06001,preco_unitario,0.0,8.855,Aplicada mediana categoria Embalagem
2026-03-02T19:28:05.757713,NCM_VAZIO,MAT-00001,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.757713,NCM_VAZIO,MAT-00016,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.757713,NCM_VAZIO,MAT-00023,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.759149,NCM_VAZIO,MAT-00024,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.759149,NCM_VAZIO,MAT-00031,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.759149,NCM_VAZIO,MAT-00040,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.760152,NCM_VAZIO,MAT-00046,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.760152,NCM_VAZIO,MAT-00047,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.761177,NCM_VAZIO,MAT-00053,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.761177,NCM_VAZIO,MAT-00066,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.761177,NCM_VAZIO,MAT-00073,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.762174,NCM_VAZIO,MAT-00074,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.762174,NCM_VAZIO,MAT-00075,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.762174,NCM_VAZIO,MAT-00083,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.763678,NCM_VAZIO,MAT-00085,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.763678,NCM_VAZIO,MAT-00087,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.764694,NCM_VAZIO,MAT-00095,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.765692,NCM_VAZIO,MAT-00098,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.765692,NCM_VAZIO,MAT-00119,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.766692,NCM_VAZIO,MAT-00120,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.768786,NCM_VAZIO,MAT-00128,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.771856,NCM_VAZIO,MAT-00135,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.772605,NCM_VAZIO,MAT-00137,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.772605,NCM_VAZIO,MAT-00156,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.774133,NCM_VAZIO,MAT-00157,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.775163,NCM_VAZIO,MAT-00167,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.775163,NCM_VAZIO,MAT-00181,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.775163,NCM_VAZIO,MAT-00183,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.776548,NCM_VAZIO,MAT-00185,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.776548,NCM_VAZIO,MAT-00189,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.777720,NCM_VAZIO,MAT-00190,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.780697,NCM_VAZIO,MAT-00193,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.781554,NCM_VAZIO,MAT-00204,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.782933,NCM_VAZIO,MAT-00207,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.782933,NCM_VAZIO,MAT-00208,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.783937,NCM_VAZIO,MAT-00216,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.783937,NCM_VAZIO,MAT-00218,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.787245,NCM_VAZIO,MAT-00232,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.788238,NCM_VAZIO,MAT-00238,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.789235,NCM_VAZIO,MAT-00241,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.790231,NCM_VAZIO,MAT-00243,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.790231,NCM_VAZIO,MAT-00244,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.791228,NCM_VAZIO,MAT-00246,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.791228,NCM_VAZIO,MAT-00249,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.792224,NCM_VAZIO,MAT-00252,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.792224,NCM_VAZIO,MAT-00259,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.792224,NCM_VAZIO,MAT-00268,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.793728,NCM_VAZIO,MAT-00271,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.795206,NCM_VAZIO,MAT-00272,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.795206,NCM_VAZIO,MAT-00275,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.796007,NCM_VAZIO,MAT-00276,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.796007,NCM_VAZIO,MAT-00288,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.797727,NCM_VAZIO,MAT-00294,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.797727,NCM_VAZIO,MAT-00295,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.797727,NCM_VAZIO,MAT-00298,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.797727,NCM_VAZIO,MAT-00310,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.797727,NCM_VAZIO,MAT-00329,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.797727,NCM_VAZIO,MAT-00330,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.804072,NCM_VAZIO,MAT-00333,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.805119,NCM_VAZIO,MAT-00334,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.806244,NCM_VAZIO,MAT-00343,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.806244,NCM_VAZIO,MAT-00368,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.806244,NCM_VAZIO,MAT-00372,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.806244,NCM_VAZIO,MAT-00374,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.806244,NCM_VAZIO,MAT-00378,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.806244,NCM_VAZIO,MAT-00381,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.806244,NCM_VAZIO,MAT-00389,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.806244,NCM_VAZIO,MAT-00391,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.806244,NCM_VAZIO,MAT-00400,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.806244,NCM_VAZIO,MAT-00402,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.806244,NCM_VAZIO,MAT-00408,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.806244,NCM_VAZIO,MAT-00410,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.806244,NCM_VAZIO,MAT-00417,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.806244,NCM_VAZIO,MAT-00431,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.806244,NCM_VAZIO,MAT-00436,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.813668,NCM_VAZIO,MAT-00450,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.813668,NCM_VAZIO,MAT-00457,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.813668,NCM_VAZIO,MAT-00458,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.813668,NCM_VAZIO,MAT-00460,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.813668,NCM_VAZIO,MAT-00465,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.813668,NCM_VAZIO,MAT-00469,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.813668,NCM_VAZIO,MAT-00470,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.813668,NCM_VAZIO,MAT-00476,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.813668,NCM_VAZIO,MAT-00485,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.813668,NCM_VAZIO,MAT-00491,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.813668,NCM_VAZIO,MAT-00493,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.818898,NCM_VAZIO,MAT-00495,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.818898,NCM_VAZIO,MAT-00500,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.820385,NCM_VAZIO,MAT-00514,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.821393,NCM_VAZIO,MAT-00520,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.822525,NCM_VAZIO,MAT-00538,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.822525,NCM_VAZIO,MAT-00547,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.822525,NCM_VAZIO,MAT-00552,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.824030,NCM_VAZIO,MAT-00554,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.825052,NCM_VAZIO,MAT-00559,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.825052,NCM_VAZIO,MAT-00560,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.826049,NCM_VAZIO,MAT-00561,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.826049,NCM_VAZIO,MAT-00572,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.827223,NCM_VAZIO,MAT-00576,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.827223,NCM_VAZIO,MAT-00584,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.828297,NCM_VAZIO,MAT-00585,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.828297,NCM_VAZIO,MAT-00586,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.828297,NCM_VAZIO,MAT-00588,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.829683,NCM_VAZIO,MAT-00589,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
2026-03-02T19:28:05.829683,NCM_VAZIO,MAT-00590,ncm,,99999999,NCM genérico - REQUER VALIDAÇÃO MANUAL
